Author	Compression	Config Short	Configuration
@Lagnajee	47.44	Round + Tokenize + BitmapIndex + LZMA	{'id': 'combinators.framed', 'codecs': ({'id': 'round.rs', 'precision': 2.0, '_version': '1.0.0'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 33, 'preset': 2147483657, 'lc': 4, 'lp': 0, 'pb': 0}]})}
