Author	Compression	Decompression Throughput (GB/s)	Variable	Default/all timestep(s)	Config Short	Version of compression-recommendations	Configuration
@Lagnajee	18.97	0.2984	kx	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 3.571785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	80.12	0.5082	lai_hv	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 8.976331951917011, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	64.56	0.6734	lai_lv	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 19.51477831634632, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	337.28	0.7963	lblt	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.08727404732402026, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	23.57	0.3917	lcc	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 58.06502913767553, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	177.57	0.3313	lgws	default	Recommended Safeguards + LZMA	0.1.0a1	{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 100.0, 'equal_nan': False}}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}
@Lagnajee	530.97	0.8111	licd	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 26.448336311137655, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	1666.85	0.3047	lict	default	PwRatio (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.stack', 'codecs': ({'id': 'pw_ratio', 'eb_ratio': 1.019, 'eb_abs_marker': '$eb_abs', 'log_codec': {'id': 'fixedscaleoffset', 'scale': 18.41530001266561, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, 'sign_codec': {'id': 'zstd.rs', 'level': 19, '_version': '0.1.0'}}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	63.05	0.7667	lmld	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.892946437500893, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	483.94	0.7414	lmlt	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.08710992475857511, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	2172.62	0.8669	lsf	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 3125.312531253125, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	138.53	1.0139	lshf	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 53.999623694674575, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	12.11	0.2921	lsm	default	Lossless + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None},)}
@Lagnajee	158.31	0.9414	lsp	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 8929.464375008929, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	16.40	0.3077	lspf	default	PwRatio + LZMA	0.1.0a1	{'id': 'combinators.stack', 'codecs': ({'id': 'pw_ratio', 'eb_ratio': 1.01, 'eb_abs_marker': '$eb_abs', 'log_codec': {'id': 'fixedscaleoffset', 'scale': 34.83384183097051, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, 'sign_codec': {'id': 'zstd.rs', 'level': 19, '_version': '0.1.0'}}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	35.62	0.5211	lsrr	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 977920.8743997255, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	134.86	0.9049	lssfr	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 1876029.2510427162, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	432.19	1.2172	ltlt	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.0871969076505487, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	27.75	0.4251	mcc	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 63.18778107196041, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	17.90	0.3786	mdts	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 3.571785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	17.22	0.3562	mdww	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 2.5002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	184.27	0.3326	mgws	default	Recommended Safeguards + LZMA	0.1.0a1	{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 100.0, 'equal_nan': False}}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}
@Lagnajee	21.57	0.4673	mn2t	default	FixedScaleOffset grid + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 10.00100010001, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	28.93	0.4624	mntpr	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 936079.1317831551, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	28.03	0.3805	mp1	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 25.002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	24.07	0.3972	mp2	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 35.71785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	24.03	0.4653	mpts	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 35.71785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	19.74	0.3741	mpww	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 35.71785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	17.02	0.3385	msl	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.5000500050005, 'offset': 0, 'dtype': '<f8', 'astype': '<i4'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 4}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	34.00	0.5545	msqs	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 3078.107125802205, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	19.79	0.4083	mwd	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 3.571785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	43.15	0.5776	mwd1	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 0.1920982944351247, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	35.03	0.5232	mwd2	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 0.21168844950356555, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	35.01	0.5337	mwd3	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 0.13705733969450581, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	29.01	0.5041	mwp	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 25.002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	43.77	0.5969	mwp1	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 3.125312531253125, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	37.78	0.4639	mwp2	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 3.125312531253125, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	18.01	0.3643	mwp3	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 25.002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	21.69	0.4570	mx2t	default	FixedScaleOffset grid + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 10.00100010001, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	23.48	0.4378	mxtpr	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 382259.6825914641, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	120.25	0.9498	nsss	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.0025002500250025004, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	26.41	0.4811	p1ps	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 25.002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	23.22	0.3788	p1ww	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 25.002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	22.49	0.3810	p2ps	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 35.71785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
